datetime,compound,polarity,subjectivity
09/01/2022 17:00,0.144454126,0.077293189,0.359115607
09/01/2022 18:00,0.181860121,0.077155546,0.351664849
09/01/2022 19:00,0.146223166,0.081280563,0.360886131
09/01/2022 20:00,0.159683049,0.079870462,0.342755956
09/01/2022 21:00,0.147847619,0.085671298,0.365266908
09/01/2022 22:00,0.200668153,0.086746393,0.3653153
09/01/2022 23:00,0.122830516,0.065003689,0.352637617
10/01/2022 00:00,0.173245646,0.090067188,0.371413769
10/01/2022 01:00,0.141495464,0.078105511,0.356688449
10/01/2022 02:00,0.155811132,0.062582528,0.359397286
10/01/2022 03:00,0.177939623,0.08325153,0.373877908
10/01/2022 04:00,0.151744397,0.072878573,0.366729907
10/01/2022 05:00,0.178569712,0.0899325,0.354311557
10/01/2022 06:00,0.181800959,0.081176598,0.373148338
10/01/2022 07:00,0.172928205,0.075852255,0.353289861
10/01/2022 08:00,0.14418427,0.092722401,0.334382596
10/01/2022 09:00,0.175235529,0.104752745,0.363913365
10/01/2022 10:00,0.146299599,0.095087829,0.339718685
10/01/2022 11:00,0.169243485,0.083916105,0.366208182
10/01/2022 12:00,0.107295286,0.075695811,0.352693914
10/01/2022 13:00,0.124946465,0.070917561,0.359458733
10/01/2022 14:00,0.122425731,0.073584727,0.354804244
10/01/2022 15:00,0.143735517,0.07876056,0.356184247
10/01/2022 16:00,0.161380754,0.09276942,0.350255412
10/01/2022 17:00,0.165854532,0.080746334,0.351557503
10/01/2022 18:00,0.131899301,0.069622756,0.358940166
10/01/2022 19:00,0.159786383,0.07413864,0.35922544
10/01/2022 20:00,0.167849953,0.075092243,0.342627189
10/01/2022 21:00,0.162687525,0.076825813,0.33280917
10/01/2022 22:00,0.160641368,0.080874092,0.326462683
10/01/2022 23:00,0.137440452,0.057419376,0.341538256
11/01/2022 00:00,0.159391885,0.074066962,0.355937751
11/01/2022 01:00,0.159128154,0.088117978,0.384614851
11/01/2022 02:00,0.191060203,0.096883045,0.338983495
11/01/2022 03:00,0.178548024,0.078661052,0.365128691
